uniq sequences,number appears
ደም እንደጅረት ይፈሳ,1
ደካሞች,1
አትችይም,1
ይንቁሻል,1
መሞት,1
ተንኮል,1
ሴራ,2
ከአፍ ውጭ ምንም አቅምም አቁዋምም የለከም,1
አይሰቀጥጣቸውም,1
እሸማቀቃለው,1
ማጭበርበር,1
ሞታችህዋል,1
ሸውዳቹ,1
ሰይጣኑ,1
ቢቸግረው,1
የጨነቀው,1
ወትፍ,1
የጌቾ,1
ድንፋታ/ማስቦካት,1
ይበሉ,1
እያሽቃበጥኩ,1
ሸጡ,1
መጠግያ,1
ውንጂ,1
ጨፈጨፉት,1
ግድ ሳይሎት,1
አፍርሰሃል,1
መንፈስ,1
ራሽናል,1
ጉረኛ,1
ኦጎቶች,1
ሲቀልባቸው,1
ሲያስታጥቃቸው,1
ለማስጠላት,1
ይደፈረሳል,1
ዘራፊ ገዳይ,1
አስጨፍጭፋቹ,1
የውሸት ለቅሶ,1
የሰይጣኖች,1
ፈርቶ,1
ሙቶ,1
በከባድ በሽታ,1
ፕሮፓጋንዳ,1
ጠጥተሽ,1
ሰካራ,1
መፀለይ,1
ዘገምተኛ,1
ዉሻ ልጅ,1
የሚጠላህ,1
ግዜ ማጥፋት,1
መሰደብ,1
ዘር,1
ይማፅዳት,1
ያሳፍረው,1
ተኮል,1
ማስገደል,1
አሳስቶህ,1
ጉራህን ትነፋባችኋለህ,1
የሚያስዝ,1
ይታሰራል,1
ዝባዝንኬ,1
አይሰፋ,1
አይጠፋ,1
ድጋ,1
ራስ ነገር,1
እወክለዋለሁ,1
እንደከብት,1
ያለቅስልኝ,1
ጠያቂ,1
ከልቢ,1
ጀዥባ,1
ጊዜ ያለፈብህ,1
የማይገባህ,1
ባርነት,1
ድኩም,1
ገተዘጋ,1
ሃገር ሻጭ,1
ባዮች,1
አሜባ,1
የሀገር ጠላት,1
ገለህ,1
ዝፍጥም ንፍጥም,1
መረን,1
አትደግፉ,1
እባብ ጭራሽ,1
ነፍጠኛ,1
ጨቁኖኛል,1
ጠላትነቱን,1
የሚያስገድለው,1
ያስቃል,1
መርዶ,1
ዲንጋይ,1
ራስ ሰው,1
ውርዳም,1
ኣታፍርም,1
ጎጠኞች,1
ንፍጥ,1
ነቀርሳ,2
ውሽታም,1
ገልቱ ነህ,1
ትፈርሳታለህ,1
ተስፋ አለኝ እንደምትቃጠል,1
ተቆጥሮ,1
ቋቅ,1
ትፋቱን,1
ወንጀለኞች,1
የሞት,1
የማፍረስ,1
ጥሮ ግሮ,1
አክራሪው,1
ዳካማ ጎን,1
እዳተ,1
ዝቅ የሚራጋት,1
አያምንም,1
ላዛ,1
የሚበረግግ,1
ልምጥምጥ,1
ይቅጣህ,1
አሳዳጌ,1
የበደለህ,1
አውራ,1
እያፈረስህ,1
ያጥፋልን,1
የማትችል,1
ይድፋህ,1
ዥልጥ,1
የላዳ,1
ጠባይ,1
ቁረጠው,1
አቃጥል,1
አይግረምክ,1
ጠንቅቀን,1
አቁሚ,1
አደፍርስ,1
እየደፈረሰ,1
የሚሳደብ,1
አላዋቂ,1
ጨነገፉ,1
ሚሸሸው,1
ቂል,1
ደደብነት,2
ምላሳሞች,1
አዬ,1
ስህተቱ,1
ተተርተር,1
መንጋ,1
ሳናላምጥ,1
ፍናፍንት,1
አሸባሪነት,1
የከፋ,1
የሽብር,1
ጀዘባ,1
ቅጥረኘ,1
አጋንንት,1
መዝፍንጋ,1
ገዳዮችን,1
ሞተ,1
ተሰወረ,1
ማየት አልፈልግም,1
ደናቁርት,1
ሰይጣንነትን,1
ገድለው,1
እያፈረስክ,1
ትንዘባዘባለህ,1
opportunist,1
ዘፋኝ ፖለቲከኛ,1
ከአደጋ ላይ ለመጣል,1
ያስጨረስክብን,1
ጥርግርግ,1
ስቃይ,1
ፈነጩበት,1
ስለሚጠላ,1
ትንቀዠቀዣለሽ,1
የቀን ጅብ,1
ፀረ,1
ስይጣኑ,1
ዲዳ,1
ያሳፍራል,1
እዩኝ,1
ትሰለቻለህ,1
አክራሪ,1
መልክ የለሽ,1
ጭንቅላት ቅል እራስ,1
ታሪክ አተላ,1
ስላልገባህ,1
አጀንዳ,1
መንጋገህ,1
ጠላህ,1
ህመም,1
ሙፈሪያትን,1
በወጉ,1
ማንኳኳቱ,1
ማፈርጠጥ,1
ምትዘባርቂው,1
ማሰርያ,1
ባላደራ,1
አረመኔዎች,2
ከንቱእንኮን,1
ዱንዙዛን,1
መብረቅ,1
ንፁሃንን የሚያስጨርሱት,1
ጭሁት,1
ክብረ ቢስ,1
እርኩሱን,1
ራስህን ማጥፋት,1
bullshitleaderever,1
ጨነቀን,1
አላስፈላጊ,1
ቦርጫም,1
ሸረረሪት,1
ጫኞች,1
እግር፡ሠው,1
መሳይ፡ሠውየ,1
ሠውየ,1
ሠይጣን,1
ሀሉ,1
ግምባር,1
ጃጁ,1
ብቀላ,1
ሽፋን,1
ጥራጊ,1
የተሰበረች,1
ወደጨመረበት አፈር,1
ፕሮካንሰር,1
አብደዋል,1
አይተመምስገን,1
እንዲህ ዘቅጠህ,1
አእምሮህን ትንሽ አይከብደውም,1
ማድአይችሉም,1
የመያዝ መብት የላቸውም,1
ጥውር ወጠጤ,1
ያጥፋህ,1
ቅጥነቷ,1
የበከተ,1
ጭቃ,1
ከጀርባ,1
ተልእኳችሁን,1
አንዷ,1
አመለካከት,1
ልፋት,1
ፈሪሃ,1
የልመና,1
አትመስልም,1
ገፍተህ,1
ተስፋዬ ዳባ,1
በከባድ,1
ልጋጋም,1
እንሰሳ,1
ድውይ,1
ህወሃቶች,1
አረፋ,1
የለም,1
አሽሙር,1
አያገባችሁም,1
የወያኔ,1
ሳይታጠብ,1
ዲዮግም,1
አየገረፉ,1
ወህኒ,1
አፀያፊ,1
ግብጥ,1
የመፍረስ,1
መሪ,1
ማሽሞንሞኑን,1
ተጨፈጨፉ,1
ጠንቋያም,1
እኮ ፈፅሞ አልፈጠረባቸውም,1
አይችሉ,1
ወተት,1
ጠጋ ጠጋ,1
ቀማኝ,1
ፍረዱኝ,1
ወቸ,1
ጉዳያችን,1
መድፈር,1
ውር ውር,1
ገለቴ,1
ጀባዱ,1
ገርቢቲኮ,1
ጉድሀገር,1
ጎዶሎ,1
ተራ,2
ስልጣን አእምሯቸዉ የማያስብ,1
አይናቸው የማያይ,1
አንደፋድፎ,1
ጨለምተኛ,1
childish idiot,1
ራስ ወዳድ,1
ሰፈር ውስጥ ድንጋይ,1
ደመቀች,1
ይእውብቅቷል,1
አትጨርሱ,1
ኣቅዥቀዥክ,1
ልትሞት,1
ፈላጊ,1
ፀብ,1
ትዕቢት,1
ማሽቃበጡ,1
ብሽቅ,1
አይሻልም,1
አልበዛም,1
አቅም የለለህ,1
የታዬ,1
ፈንጂ,1
እትዮያዊነት,1
ጉልባብ,1
መርዛም,1
ኧረ,1
እየሰደብክ,1
ፈስ,1
ነፍሰገዳይ,1
መልእክተኛ,1
