uniq sequences,number appears
ተቃዋሚ,1
የሚያስበልጡ,1
ገንዘብ ካልጨመርክ,1
ሲጋጩ,1
ሲፈጥሩ,1
ቢጣልብህ,1
የሚገርም አይሆንም,1
ታዬ,1
አያወራ,1
ምን ይለኛል,1
አታስጀምርም።,1
አይጠቅምም።,1
መንገድ,1
ጣጣ,1
ተራ ነገር,1
አቃሎ,1
ምንም ማድረግ አይቻልም,1
ወረራ,1
መከራከር,1
ለራሱ ብቻ የሚያስብ,1
በፆታዊ ትንኮሳ,1
መበሳጨት,1
ብዙም ግንዛቤ የላችሁም,1
የምን ጥሩና መጥፎ ነው,1
እንዲህ ናችሁ,1
የለብህም,1
ዋዜማን,1
አንደ ወገን,1
መንግስ,1
ልማድ,1
ጨርሶ,1
አይልቀም,1
ክትባት,1
ማጥቃት,1
አልሰማ,1
ኖሮ,1
ሕግ የሚባል ነገር እንዳለ አባቷ አላስተማራትማ,1
ቃጠል,1
ከንፅህና መጠበቂያ,1
አይ,2
ይነሳል,1
አልተረዳሀውም,1
ወርቅ,1
ይቆጠራል,1
ዝምብሎ,1
ያረጀው,1
ነኩህ,1
ተገቢነት የለውም,1
አልቻለውም,1
አሸዋ,1
እጥረት,1
የተበሳጨ,1
ጃ,1
ያልሆነ,2
ያደረጋችኋት,1
በቃል,1
ሁሉም,1
የሚታለል,1
በሞት,1
እያጣን,1
እያለቀሱ,1
ምን እየተሰራ እነዳለ,1
በደንብ ስለምታቅ,1
የራስህን ስራ,1
ያረድኩት,1
መያዙ,1
ላይቀር,1
እንዲጎዳ,1
አድርጎ,1
ምን ያወራ,1
ይሻላል,1
እስረኞች,1
አላረኩትም,1
ባይዋጥልህ,1
መከራና መፈናቀል,1
እንኩዋን አደረሳችሁ,1
አርቆ,1
አለማሰብ,1
መተከል,1
ህይወታቸውን ማጣታቸውን,1
የማይገባህ,1
እንደከፈትኩት,1
እንደመንጌ,1
አሕመድ,1
ውሻ,1
ገረመኝ,1
ብስለት,1
አጋንነው,1
የሚያናግረው,1
አይደለሽ,1
እንሰሳት,1
ተሰርቶ,1
ቅሬታ,1
ፍራሽ,1
አልተወቸኝም,1
አነሱ,1
ተፈጥሮ,1
ሲንቀሳቀስ,1
ረሃብ,1
መሸለል,1
የሚቃጣው,1
ታገላ,1
መቀለጃ,1
ጥግ ላይ,1
ጀግና አያስብልም,1
ክሊኒክ,1
መታገልን,1
ሹም አባት,1
ፈተህ,1
ተገቢ ያልሆኑ ቃላቶች,1
ሶሪያ,1
የመንግስት አገዛዝ,1
ይጠላል,1
አስመረረን,1
ገራሚ,1
ይልቅስ,1
ሚያስቀኝ,1
ግላቭ,1
እራስ ወዳድ,1
ተባብረሽ,1
ማወቅ አለብሽ,1
ንቀን,1
ቀያይረው,1
አይሻም,1
በደሙ እየፃፈ,1
ያልገባህ,1
አልክሳ,1
የሚያፈርስ,1
አትችልም,1
ተታገል,1
መርሳት,1
ከአንቺ አይነቶቹ,1
ለሰው አዘኒታ,1
እሚያናድደኝ,1
ፍትህ_ለ_ዞላ,1
ያለ አቅምህ,1
ግብተህበታል,1
ጭምር,1
አይቼ አላውቅም,1
አትተወንም,1
ድንጋይ ባቀበልክ,1
አትቀርም,1
ዋጋ ትከፍላለህ,1
ሙጥኝ,1
ከፋፋይ,1
ይሸኛሉ,1
አትደግፈውም,1
አህድ,1
ቀላል የማይባል,1
እልቂት,1
ባለማስተዋልህ,1
መጠቀሚያ,1
አይመችም,1
ጥቅምም የለውም,1
መክፈላችሁ,1
ይህ እንዴት ሕዝቡን በማሣልላት መሳሳት ይመስላል,1
ከተማው እንዳልነበረ,1
ከሰው ክብር ውጭ,1
ጠላው,1
ሮጦ,1
ኢልዋል አደጋ ማድራስ ነው ውለታ,1
የሰው ንብረት,1
አይምሰልህ,1
ትቆጣለች,1
አይኖርሽም,1
የለሽም,1
ግድ የሌለው,1
የሚያጠላ,1
መጥፎነት,1
መሞቱና,1
ማጣቱ,1
አልበጀ,1
ምንም አይቀርም,1
ተቃውሞ,1
እራስን እንደሸወድ,1
ዛተች,1
አልጠየቀች,1
መስማት,1
መስሎ ታይቶሽ,1
ጎደለው,1
